,SSC_CODE_2016,SSC_NAME_2016,1st_language,2nd_language,3rd_language,Latitude,Longitude,Primary_school_ranking,Secondary_school_ranking,yr12_school_ranking,The median of Housing price (k Dollars)
215,13587,South Hurstville,32.0,7.0,2,-33.98,151.1035,['86'],0,0,1200.0
216,10403,Blakehurst,18.0,32.0,7,-33.9897654,151.1080239,0,0,0,1600.0
217,12227,Kyle Bay,18.0,7.0,32,-33.9911107,151.1002727,0,0,0,1900.0
218,11013,Connells Point,18.0,32.0,7,-33.98246,151.10016,0,0,0,1700.0
219,10837,Carss Park,18.0,32.0,2,-33.98718,151.11889,0,0,0,0.0
220,10086,Arncliffe,2.0,32.0,29,-33.93915010000001,151.1478116,['63'],0,0,1100.0
221,14353,Wolli Creek,32.0,7.0,33,-33.9299813,151.1534281,0,0,0,0.0
222,13982,Turrella,2.0,32.0,29,-33.93297,151.14079,0,0,0,980.0
223,10196,Bardwell Valley,2.0,18.0,29,-33.937,151.133,0,0,0,1200.0
224,10195,Bardwell Park,18.0,32.0,2,-33.93539,151.12541,0,0,0,1200.0
225,10334,Bexley,2.0,18.0,29,-33.9525324,151.1226904,0,['20'],"['40,88']",1200.0
226,12181,Kogarah,34.0,32.0,7,-33.9643523,151.1372588,0,['15'],['32'],1100.0
227,10335,Bexley North,18.0,32.0,7,-33.9418,151.1114,0,0,0,1200.0
228,10038,Allawah,32.0,7.0,34,-33.9749,151.1167,0,0,0,1300.0
229,10330,Beverley Park,18.0,2.0,32,-33.97897,151.1285,0,0,0,1200.0
230,12182,Kogarah Bay,18.0,2.0,7,-33.98338,151.12166,0,0,0,1600.0
231,12226,Kyeemagh,18.0,2.0,24,-33.94829,151.15711,0,0,0,0.0
232,10569,Brighton-le-Sands,18.0,2.0,42,-33.9590873,151.1520593,0,0,0,0.0
233,13379,Rockdale,34.0,32.0,29,-33.9529076,151.1375572,0,0,0,1100.0
234,12686,Monterey,18.0,2.0,42,-33.9738,151.1479,0,0,0,1400.0
235,10178,Banksia,29.0,2.0,7,-33.94776,151.14806,0,0,0,1100.0
236,13478,Sandringham,18.0,2.0,29,-33.99861080000001,151.1395914,0,0,0,1700.0
237,11267,Dolls Point,18.0,2.0,42,-33.99386,151.14301,0,0,0,0.0
238,13489,Sans Souci,18.0,2.0,32,-33.98898,151.1393,0,0,0,1500.0
239,13309,Ramsgate,18.0,2.0,32,-33.98194,151.14007,0,0,0,1400.0
240,13310,Ramsgate Beach,18.0,2.0,42,-33.982,151.148,0,0,0,0.0
241,10999,Concord,24.0,32.0,7,-33.8550219,151.1078139,0,0,0,1900.0
242,10557,Breakfast Point,32.0,7.0,28,-33.844,151.1129,0,0,0,0.0
243,10736,Cabarita,24.0,7.0,32,-33.84802,151.11485,0,0,0,2400.0
244,12729,Mortlake,32.0,24.0,7,-33.8405772,151.1060971,0,0,0,0.0
245,13009,North Strathfield,32.0,28.0,7,-33.8604,151.08856,0,0,['74'],1700.0
246,11000,Concord West,24.0,32.0,7,-33.8396663,151.088239,0,0,0,1800.0
247,13716,Sydney Olympic Park,32.0,28.0,7,-33.8465088,151.0722137,0,0,0,0.0
248,12315,Liberty Grove,28.0,32.0,7,-33.841667,151.083611,0,0,0,1200.0
249,13358,Rhodes,32.0,28.0,7,-33.82821,151.08569,0,0,0,2500.0
250,11293,Drummoyne,24.0,18.0,32,-33.8510541,151.1545209,0,0,0,1900.0
251,13447,Russell Lea,24.0,18.0,7,-33.859471,151.14244,0,0,0,1800.0
252,13391,Rodd Point,24.0,18.0,7,-33.86607,151.14366,0,0,0,1900.0
253,10003,Abbotsford,24.0,32.0,7,-33.85215,151.12726,0,0,0,2200.0
254,10910,Chiswick,24.0,32.0,7,-33.85192,151.13605,0,0,0,0.0
255,11530,Five Dock,24.0,32.0,7,-33.8692538,151.1295659,0,0,0,1700.0
256,10785,Canada Bay,24.0,7.0,32,-33.8671,151.1139,0,0,0,1600.0
257,14148,Wareemba,24.0,32.0,18,-33.8574937,151.1323094,0,0,0,1800.0
258,10164,Balmain,24.0,32.0,15,-33.85895,151.17906,['58'],0,0,1900.0
259,10374,Birchgrove,17.0,32.0,24,-33.85275,151.18024,0,0,0,2100.0
260,14412,Woolwich,32.0,7.0,24,-33.8417,151.16968,0,0,0,4800.0
261,12297,Leichhardt,24.0,42.0,18,-33.8837222,151.157028,0,0,0,1400.0
262,12325,Lilyfield,24.0,18.0,32,-33.874345,151.164693,0,0,0,1700.0
263,13435,Rozelle,32.0,18.0,42,-33.8638543,151.1701171,0,0,0,1700.0
264,10098,Ashfield,32.0,34.0,7,-33.8889,151.1249,0,0,0,1600.0
265,13687,Summer Hill,32.0,34.0,7,-33.891841,151.1379367,['75'],['46'],0,1700.0
266,11963,Hurlstone Park,18.0,2.0,32,-33.91058,151.12919,0,0,0,1500.0
267,10093,Ashbury,24.0,18.0,2,-33.8997098,151.1199309,0,0,0,1400.0
268,10718,Burwood,32.0,7.0,28,-33.8773941,151.1036621,['91'],['48'],['63'],2200.0
269,11134,Croydon,32.0,7.0,24,-33.8808766,151.1154679,0,0,['20'],1400.0
270,13675,Strathfield,28.0,32.0,7,-33.8774826,151.0823602,['31'],"['23,74,88']","['14,47,72,97']",2400.0
271,11135,Croydon Park,24.0,2.0,32,-33.89679,151.10951,0,0,0,1300.0
272,11421,Enfield,32.0,7.0,2,-33.89059,151.09246,0,0,0,1300.0
273,10719,Burwood Heights,32.0,24.0,2,-33.8902,151.1052,0,0,0,0.0
274,11828,Haberfield,24.0,18.0,32,-33.8804879,151.138849,['87'],0,0,2100.0
275,11930,Homebush West,32.0,7.0,45,-33.8623709,151.066621,0,0,0,0.0
276,11929,Homebush,32.0,28.0,45,-33.8628387,151.0796443,0,0,0,1700.0
277,13676,Strathfield South,7.0,32.0,2,-33.8943055,151.0830083,0,0,0,1300.0
278,10892,Chatswood,32.0,7.0,28,-33.7960696,151.1780469,"['34,79']","['36,82,93']","['65,100']",2200.0
279,13016,North Willoughby,32.0,7.0,3,-33.795,151.204,0,0,0,2500.0
280,14303,Willoughby,32.0,7.0,3,-33.8071059,151.1993737,0,['78'],['67'],2300.0
281,10090,Artarmon,32.0,7.0,25,-33.8093311,151.185647,['6'],0,0,2700.0
282,13412,Roseville,32.0,7.0,28,-33.7842176,151.1894277,"['36,60']",['42'],['44'],2400.0
283,12267,Lane Cove North,32.0,7.0,42,-33.80627330000001,151.1664881,0,0,0,2000.0
284,10893,Chatswood West,32.0,7.0,28,-33.7966739,151.1621677,0,0,0,1700.0
285,12268,Lane Cove West,32.0,7.0,35,-33.811478,151.1527422,0,0,0,2000.0
286,12266,Lane Cove,32.0,7.0,20,-33.8148145,151.1663935,['98'],['72'],['58'],2200.0
287,13370,Riverview,32.0,7.0,24,-33.82466,151.1622,0,0,0,2400.0
288,11770,Greenwich,32.0,7.0,42,-33.83302,151.18362,['77'],0,0,2800.0
289,13024,Northwood,32.0,7.0,15,-33.82813000000001,151.17619,0,0,0,3200.0
290,12385,Longueville,7.0,32.0,18,-33.83309,151.16494,0,0,0,4400.0
291,12341,Linley Point,32.0,7.0,18,-33.8274222,151.1497868,0,0,0,0.0
292,13642,St Leonards,32.0,7.0,25,-33.8227402,151.1942171,0,0,0,0.0
293,12898,Naremburn,32.0,7.0,25,-33.8177311,151.2011183,0,0,0,2100.0
294,10778,Cammeray,32.0,7.0,25,-33.8229724,151.2102367,['20'],0,0,2300.0
295,10845,Castle Cove,7.0,32.0,3,-33.78464,151.20642,0,0,0,2600.0
296,10849,Castlecrag,32.0,7.0,25,-33.80137,151.22007,0,0,0,2800.0
297,13022,Northbridge,32.0,7.0,25,-33.81325,151.21717,['84'],0,0,3100.0
298,12602,Middle Cove,7.0,32.0,25,-33.7938,151.2086,0,['51'],0,1800.0
299,14304,Willoughby East,7.0,32.0,24,-33.799,151.206,0,0,0,2900.0
300,11937,Hornsby Heights,32.0,7.0,28,-33.6722,151.0988,0,0,0,1100.0
301,12750,Mount Colah,32.0,7.0,35,-33.670759,151.1152582,0,0,0,1000.0
302,10103,Asquith,32.0,7.0,20,-33.689,151.105,0,0,0,1200.0
303,11936,Hornsby,32.0,7.0,28,-33.7046328,151.0987055,"['8,37']","['7,37']","['5,56']",1200.0
304,12772,Mount Kuring-Gai,32.0,7.0,28,-33.6414763,151.1308651,0,0,0,0.0
305,11097,Cowan,46.0,12.0,43,-33.5879078,151.16854,0,0,0,0.0
306,10308,Berowra,32.0,35.0,17,-33.62797380000001,151.1480265,0,0,0,1000.0
307,10599,Brooklyn,19.0,42.0,39,-33.5483592,151.2149798,0,0,0,840.0
308,10310,Berowra Heights,32.0,42.0,17,-33.61334,151.138,0,0,0,965.0
309,11199,Dangar Island,42.0,16.0,23,-33.54142,151.2381,0,0,0,635.0
310,12976,Normanhurst,32.0,7.0,28,-33.7245321,151.0970108,0,"['8,92']","['11,27']",1300.0
311,13850,Thornleigh,32.0,7.0,2,-33.7261791,151.0841467,0,0,0,1200.0
312,14260,Westleigh,32.0,7.0,2,-33.72299,151.07064,0,0,0,1300.0
313,14085,Wahroonga,32.0,7.0,28,-33.7186308,151.1103686,"['10,28']",['27'],"['12,22']",1900.0
314,14086,Waitara,32.0,7.0,28,-33.7083472,151.1068252,0,0,0,1300.0
315,11355,East Killara,7.0,32.0,28,-33.75592,151.17973,0,0,0,2400.0
316,12129,Killara,32.0,7.0,28,-33.76864,151.16347,"['12,96']",['61'],['91'],2600.0
317,12339,Lindfield,32.0,7.0,28,-33.7787851,151.1693413,"['21,54']",0,0,2800.0
318,11718,Gordon,32.0,7.0,28,-33.7556261,151.1527768,['68'],['40'],['54'],2300.0
319,11357,East Lindfield,32.0,7.0,28,-33.77274,151.18726,['41'],0,0,2500.0
320,13413,Roseville Chase,7.0,32.0,3,-33.7755896,151.2000449,0,0,0,2300.0
321,13281,Pymble,32.0,7.0,28,-33.7456508,151.1431794,"['17,23,43']",['24'],['29'],2300.0
322,14250,West Pymble,32.0,7.0,28,-33.7619959,151.1280668,0,0,0,1600.0
323,13639,St Ives,32.0,7.0,28,-33.72136,151.16844,"['7,71']",['97'],"['35,87']",1900.0
324,13640,St Ives Chase,32.0,7.0,1,-33.711,151.1595,0,0,0,1900.0
325,13980,Turramurra,32.0,7.0,28,-33.733499,151.1279841,['46'],0,0,1900.0
326,13598,South Turramurra,32.0,7.0,28,-33.7546,151.113,0,0,0,1600.0
327,13013,North Turramurra,32.0,7.0,28,-33.704927,151.1490162,0,0,0,1700.0
328,14165,Warrawee,32.0,28.0,7,-33.7289366,151.1218346,0,0,0,2500.0
329,13015,North Wahroonga,32.0,7.0,28,-33.701,151.126,0,0,0,1700.0
330,11113,Cremorne Point,15.0,32.0,24,-33.84076,151.22789,0,0,0,4300.0
331,11112,Cremorne,32.0,25.0,7,-33.8265345,151.2276279,0,0,0,2600.0
332,12934,Neutral Bay,32.0,25.0,7,-33.8339383,151.2188459,['53'],0,0,2400.0
333,11131,Crows Nest,25.0,32.0,7,-33.82613,151.20505,0,"['2,3']","['3,7']",2000.0
334,14359,Wollstonecraft,32.0,7.0,42,-33.83356,151.19128,0,0,0,2900.0
335,14202,Waverton,32.0,7.0,25,-33.84016,151.19543,0,0,0,2700.0
336,13010,North Sydney,32.0,7.0,20,-33.83965,151.20541,"['42,64']","['49,54']","['25,37,53']",2100.0
337,12738,Mosman,32.0,42.0,15,-33.829075,151.24409,"['56,82']",['29'],['31'],3500.0
338,12173,Kirribilli,32.0,15.0,7,-33.8491363,151.2175297,0,['53'],['18'],2600.0
339,12217,Kurraba Point,32.0,42.0,15,-33.843,151.223,0,0,0,0.0
340,12629,Milsons Point,32.0,7.0,25,-33.84765,151.21201,['2'],['22'],['42'],0.0
341,12547,McMahons Point,32.0,7.0,42,-33.84524,151.20433,0,0,0,0.0
342,12285,Lavender Bay,32.0,7.0,42,-33.8435728,151.2069658,0,0,0,0.0
343,13509,Seaforth,32.0,24.0,7,-33.796,151.238,0,0,0,2500.0
344,10154,Balgowlah Heights,18.0,32.0,24,-33.8072234,151.2641654,0,0,0,2800.0
345,10935,Clontarf,32.0,18.0,24,-33.80834,151.25342,0,0,0,3800.0
346,10153,Balgowlah,37.0,15.0,32,-33.79645,151.25854,0,['85'],['69'],2200.0
347,12475,Manly,15.0,42.0,37,-33.8060158,151.2947775,0,0,['78'],2900.0
348,11482,Fairlight,17.0,15.0,37,-33.796,151.277,0,0,0,2300.0
349,10111,Avalon Beach,17.0,15.0,42,-33.6302836,151.3297698,0,0,0,1900.0
350,13132,Palm Beach,17.0,32.0,49,-33.601111,151.321667,0,0,0,3400.0
351,14267,Whale Beach,51.0,17.0,15,-33.6131448,151.3304989,0,0,0,0.0
352,10923,Clareville,17.0,15.0,10,-33.6362228,151.3100857,0,0,0,0.0
353,13505,Scotland Island,17.0,24.0,15,-33.6395909,151.290404,0,0,0,1000.0
354,11389,Elanora Heights,17.0,24.0,15,-33.70102,151.2789,0,0,0,1600.0
355,11979,Ingleside,24.0,32.0,41,-33.6823,151.26315,0,0,0,0.0
356,10237,Bayview,17.0,12.0,32,-33.658,151.288,0,0,0,1700.0
357,10915,Church Point,32.0,37.0,42,-33.6544,151.2791,0,0,0,1600.0
358,12397,Lovett Bay,12.0,17.0,16,-33.6296855,151.2816573,0,0,0,0.0
359,12672,Mona Vale,41.0,17.0,9,-33.67596,151.30653,0,0,0,1800.0
360,12956,Newport,17.0,42.0,15,-33.6564,151.3137,0,0,0,1800.0
361,10351,Bilgola Plateau,17.0,15.0,12,-33.6429152,151.3137307,0,0,0,0.0
362,10350,Bilgola Beach,25.0,28.0,16,-33.6444858,151.3275826,0,0,0,0.0
363,14173,Warriewood,37.0,24.0,41,-33.69404,151.30093,0,0,0,1500.0
364,12999,North Narrabeen,37.0,24.0,12,-33.7065,151.2884,0,0,0,1500.0
365,10238,Beacon Hill,24.0,32.0,7,-33.7522,151.256,0,0,0,1500.0
366,12910,Narraweena,24.0,32.0,7,-33.748611,151.267778,0,0,0,1400.0
367,11118,Cromer,24.0,32.0,17,-33.74142,151.28227,0,0,0,1600.0
368,13106,Oxford Falls,32.0,16.0,23,-33.7352,151.2469,0,0,['93'],0.0
369,11227,Dee Why,37.0,32.0,47,-33.7544,151.2854,0,['73'],['28'],1800.0
370,12988,North Curl Curl,24.0,32.0,37,-33.7645,151.2973,0,['10'],['13'],2200.0
371,11548,Forestville,3.0,7.0,32,-33.7613,151.2113,0,0,0,1500.0
372,12130,Killarney Heights,15.0,7.0,32,-33.7742,151.2155,0,0,['80'],1800.0
373,11568,Frenchs Forest,32.0,3.0,7,-33.749,151.2331,0,0,0,1500.0
374,10283,Belrose,3.0,32.0,25,-33.73,151.22,['4'],['84'],0,1600.0
375,11219,Davidson,3.0,32.0,15,-33.73801,151.19297,0,0,0,1500.0
376,11167,Curl Curl,37.0,12.0,17,-33.77213,151.28992,0,0,0,2300.0
377,11569,Freshwater,37.0,24.0,17,-33.7749,151.28783,0,0,0,2500.0
378,12476,Manly Vale,32.0,37.0,24,-33.783,151.2622,0,['99'],['92'],1800.0
379,12997,North Manly,24.0,37.0,42,-33.7754,151.2689,0,0,0,1800.0
380,13296,Queenscliff,37.0,42.0,15,-33.7825,151.284722,0,0,0,2500.0
381,10601,Brookvale,32.0,24.0,42,-33.7653,151.27041,0,0,['79'],1200.0
382,10036,Allambie Heights,32.0,24.0,17,-33.7624,151.25,0,0,0,1600.0
383,12981,North Balgowlah,15.0,17.0,7,-33.785604,151.2495903,0,0,0,2100.0
384,12902,Narrabeen,37.0,17.0,42,-33.7231,151.2952,0,0,0,2300.0
385,10970,Collaroy,24.0,37.0,32,-33.73,151.3,0,['67'],['86'],2200.0
386,10971,Collaroy Plateau,24.0,32.0,41,-33.7293326,151.290404,0,0,0,0.0
387,14268,Wheeler Heights,17.0,24.0,37,-33.7315,151.28016,0,0,0,0.0
388,13804,Terrey Hills,17.0,24.0,12,-33.683,151.223,['95'],['39'],0,1500.0
389,11301,Duffys Forest,24.0,32.0,51,-33.67525,151.19789,0,0,0,3700.0
390,11405,Ellis Lane,42.0,9.0,29,-34.034,150.675,0,0,0,0.0
391,11739,Grasmere,24.0,31.0,15,-34.057,150.667,0,0,0,1600.0
392,10770,Camden,42.0,17.0,9,-34.054444,150.695833,0,0,0,710.0
393,10863,Cawdor,9.0,31.0,21,-34.083333,150.683333,0,0,0,0.0
394,10773,Camden South,24.0,42.0,12,-34.08539,150.70744,0,0,0,659.0
395,11859,Harrington Park,24.0,2.0,42,-34.02769,150.73081,0,0,0,915.0
396,11391,Elderslie,42.0,24.0,2,-34.05462,150.7125,0,0,0,660.0
397,12171,Kirkham,24.0,18.0,44,-34.039,150.709,0,0,0,0.0
398,12745,Mount Annan,42.0,2.0,32,-34.065,150.76,0,0,0,731.0
399,11175,Currans Hill,42.0,2.0,20,-34.04084,150.76853,0,0,0,610.0
400,11774,Gregory Hills,20.0,2.0,42,-34.0307506,150.7766392,0,0,0,640.0
401,12897,Narellan Vale,42.0,2.0,24,-34.0504,150.7483,0,0,0,655.0
402,13612,Spring Farm,42.0,2.0,20,-34.072,150.718,0,0,0,672.0
403,10022,Airds,40.0,2.0,42,-34.0916,150.8249,0,0,0,451.0
404,10543,Bradbury,2.0,40.0,42,-34.08734,150.81626,0,0,0,559.0
405,13637,St Helens Park,2.0,42.0,40,-34.1105,150.8079,0,0,0,568.0
406,14209,Wedderburn,2.0,18.0,24,-34.12612,150.81789,0,0,0,0.0
407,14378,Woodbine,2.0,20.0,42,-34.0494108,150.8196748,0,0,0,630.0
408,10780,Campbelltown,2.0,40.0,32,-34.0666148,150.8195571,0,0,0,564.0
409,12308,Leumeah,2.0,40.0,6,-34.05546,150.83328,0,0,0,592.0
410,10400,Blair Athol,20.0,44.0,2,-34.063,150.8,0,0,0,695.0
411,13303,Raby,2.0,42.0,20,-34.0209207,150.8173282,0,0,0,597.0
412,11341,Eagle Vale,2.0,42.0,40,-34.03686,150.81144,0,0,0,583.0
413,11441,Eschol Park,2.0,42.0,40,-34.0304,150.80942,0,0,0,564.0
414,10401,Blairmount,20.0,40.0,18,-34.04881,150.78734,0,0,0,0.0
415,12079,Kearns,2.0,42.0,20,-34.02373,150.80628,0,0,0,650.0
416,10924,Claymore,40.0,2.0,48,-34.0444,150.8096,0,0,0,685.0
417,11926,Holsworthy,20.0,32.0,22,-33.9565362,150.9498811,0,0,0,796.0
418,11978,Ingleburn,6.0,20.0,44,-34.0044124,150.8630229,0,0,0,647.0
419,12435,Macquarie Links,6.0,20.0,44,-33.982,150.874,0,0,0,1000.0
420,11235,Denham Court,2.0,24.0,9,-33.9844003,150.8444381,0,0,0,695.0
421,10194,Bardia,20.0,6.0,34,-33.9782167,150.8578648,0,0,0,490.0
422,11383,Edmondson Park,20.0,2.0,50,-33.9606778,150.8622496,0,0,0,790.0
423,13443,Ruse,2.0,40.0,42,-34.071,150.8423,0,0,0,593.0
424,12101,Kentlyn,2.0,39.0,32,-34.05193,150.87797,0,0,0,0.0
425,12643,Minto Heights,2.0,18.0,41,-34.031,150.8743,0,0,0,0.0
